日期,班次,工序,机台,工单号,卡号,料号,标准节拍,标准产量,实际产量,实际节拍
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,15,UK561M200N300AP4APR,17,1700,1200,11.976047904191617
2026-08-26T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000304,4,UK561M200N300AP4APR,17,10200,1225,2.041666666666667
2026-08-26T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,29,UK561M200N300AP4APR,17,2550,1400,9.333333333333332
2026-08-26T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,30,UK561M200N300AP4APR,17,2550,1400,9.333333333333332
2026-08-26T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,33,UK561M200N300AP4APR,17,2550,1434,9.559999999999999
2026-08-26T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,34,UK561M200N300AP4APR,17,2550,1416,9.440000000000001
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000302,11,UK561M200N300AP4APR,17,2550,1234,8.226666666666667
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000302,16,UK561M200N300AP4APR,17,2550,1187,7.913333333333334
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000302,17,UK561M200N300AP4APR,17,2550,1232,8.213333333333335
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000302,18,UK561M200N300AP4APR,17,2550,1221,8.14
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000302,3,UK561M200N300AP4APR,17,1133,1424,21.362136213621362
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000302,13,UK561M200N300AP4APR,17,1133,1224,18.36183618361836
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000302,15,UK561M200N300AP4APR,17,1133,1231,18.466846684668464
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000302,24,UK561M200N300AP4APR,17,1133,1185,17.776777677767775
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000304,1,UK561M200N300AP4APR,17,1133,1241,18.61686168616862
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000304,2,UK561M200N300AP4APR,17,1133,1244,18.661866186618663
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000304,3,UK561M200N300AP4APR,17,1133,1248,18.72187218721872
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000304,7,UK561M200N300AP4APR,17,1133,1240,18.6018601860186
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000304,9,UK561M200N300AP4APR,17,1133,1253,18.796879687968797
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,24,UK561M200N300AP4APR,17,2040,1435,11.958333333333334
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,25,UK561M200N300AP4APR,17,2040,1400,11.666666666666666
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,26,UK561M200N300AP4APR,17,2040,1400,11.666666666666666
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,27,UK561M200N300AP4APR,17,2040,1400,11.666666666666666
2026-08-26T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,28,UK561M200N300AP4APR,17,2040,1400,11.666666666666666
2026-08-27T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,20,UK561M200N300AP4APR,17,2040,1222,10.183333333333334
2026-08-27T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,21,UK561M200N300AP4APR,17,2040,1220,10.166666666666666
2026-08-27T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,23,UK561M200N300AP4APR,17,2040,1220,10.166666666666666
2026-08-27T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,27,UK561M200N300AP4APR,17,2040,1211,10.091666666666667
2026-08-27T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,30,UK561M200N300AP4APR,17,2040,1192,9.933333333333334
2026-08-27T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000304,11,UK561M200N300AP4APR,17,10200,1163,1.9383333333333332
2026-08-27T00:00:00,A,3162 制造六处自动组立套胶,6B0015,SF313-2608000302,44,UK561M200N300AP4APR,17,10200,1218,2.0300000000000002
2026-08-27T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,35,UK561M200N300AP4APR,17,5100,1433,4.776666666666666
2026-08-27T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,41,UK561M200N300AP4APR,17,5100,1400,4.666666666666666
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,13,UK561M200N300AP4APR,17,5100,1189,3.9633333333333334
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,14,UK561M200N300AP4APR,17,5100,1234,4.113333333333333
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000302,9,UK561M200N300AP4APR,17,1457,1213,14.137529137529137
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000302,22,UK561M200N300AP4APR,17,1457,1212,14.125874125874127
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000302,26,UK561M200N300AP4APR,17,1457,1212,14.125874125874127
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000302,28,UK561M200N300AP4APR,17,1457,1191,13.881118881118883
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000302,32,UK561M200N300AP4APR,17,1457,1193,13.904428904428904
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000303,18,UK561M200N300AP4APR,17,1457,1205,14.044289044289044
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000303,19,UK561M200N300AP4APR,17,1457,1239,14.44055944055944
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0015,SF313-2608000302,19,UK561M200N300AP4APR,17,3400,1201,6.011011011011011
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0015,SF313-2608000302,38,UK561M200N300AP4APR,17,3400,1196,5.985985985985986
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0015,SF313-2608000302,42,UK561M200N300AP4APR,17,3400,1213,6.071071071071071
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,36,UK561M200N300AP4APR,17,2040,1424,11.866666666666667
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,37,UK561M200N300AP4APR,17,2040,1400,11.666666666666666
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,38,UK561M200N300AP4APR,17,2040,1400,11.666666666666666
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,39,UK561M200N300AP4APR,17,2040,1400,11.666666666666666
2026-08-27T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,40,UK561M200N300AP4APR,17,2040,1400,11.666666666666666
2026-08-28T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000303,32,UK561M200N300AP4APR,17,1457,1200,13.986013986013987
2026-08-28T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,5,UK561M200N300AP4APR,17,1457,1140,13.286713286713287
2026-08-28T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,6,UK561M200N300AP4APR,17,1457,1162,13.543123543123544
2026-08-28T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,12,UK561M200N300AP4APR,17,1457,1187,13.834498834498836
2026-08-28T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,17,UK561M200N300AP4APR,17,1457,1243,14.487179487179487
2026-08-28T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,18,UK561M200N300AP4APR,17,1457,1236,14.405594405594407
2026-08-28T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,19,UK561M200N300AP4APR,17,1457,1220,14.21911421911422
2026-08-28T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,2,UK561M200N300AP4APR,17,1700,1220,12.17564870259481
2026-08-28T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,25,UK561M200N300AP4APR,17,1700,1221,12.185628742514972
2026-08-28T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,10,UK561M200N300AP4APR,17,1700,1197,11.946107784431138
2026-08-28T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,15,UK561M200N300AP4APR,17,1700,1247,12.445109780439124
2026-08-28T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,16,UK561M200N300AP4APR,17,1700,1242,12.395209580838323
2026-08-28T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,22,UK561M200N300AP4APR,17,1700,1246,12.435129740518962
2026-08-28T00:00:00,B,3162 制造六处自动组立套胶,6B0015,SF313-2608000302,4,UK561M200N300AP4APR,17,5100,1179,3.9299999999999997
2026-08-28T00:00:00,B,3162 制造六处自动组立套胶,6B0015,SF313-2608000302,6,UK561M200N300AP4APR,17,5100,1190,3.9666666666666663
2026-08-29T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,29,UK561M200N300AP4APR,17,1275,1208,16.4933333333333
2026-08-29T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,31,UK561M200N300AP4APR,17,1275,1207,16.4933333333333
2026-08-29T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,33,UK561M200N300AP4APR,17,1275,1216,16.4933333333333
2026-08-29T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,34,UK561M200N300AP4APR,17,1275,1209,16.4933333333333
2026-08-29T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,36,UK561M200N300AP4APR,17,1275,1428,16.4933333333333
2026-08-29T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,37,UK561M200N300AP4APR,17,1275,1439,16.4933333333333
2026-08-29T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,43,UK561M200N300AP4APR,17,1275,1256,16.4933333333333
2026-08-29T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,45,UK561M200N300AP4APR,17,1275,1235,16.4933333333333
2026-08-29T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,39,UK561M200N300AP4APR,17,2550,1238,8.253333333333334
2026-08-29T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,40,UK561M200N300AP4APR,17,2550,1209,8.059999999999999
2026-08-29T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,8,UK561M200N300AP4APR,17,2550,1159,7.726666666666667
2026-08-29T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,28,UK561M200N300AP4APR,17,2550,1155,7.7
2026-08-30T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,23,UK561M200N300AP4APR,17,5100,1252,4.173333333333334
2026-08-30T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,24,UK561M200N300AP4APR,17,5100,1248,4.16
2026-08-30T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000384,2,UK561M200N300AP4APR,17,5100,1428,4.76
2026-08-30T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000384,3,UK561M200N300AP4APR,17,5100,1256,4.1866666666666665
2026-08-30T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,46,UK561M200N300AP4APR,17,2550,1209,8.059999999999999
2026-08-30T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,20,UK561M200N300AP4APR,17,2550,1251,8.34
2026-08-30T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,25,UK561M200N300AP4APR,17,2550,1200,8
2026-08-30T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,26,UK561M200N300AP4APR,17,2550,1186,7.906666666666666
2026-08-30T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000304,30,UK561M200N300AP4APR,17,2550,1199,7.993333333333334
2026-08-30T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000304,32,UK561M200N300AP4APR,17,2550,1195,7.966666666666667
2026-08-30T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000304,33,UK561M200N300AP4APR,17,2550,1171,7.806666666666667
2026-08-30T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000304,34,UK561M200N300AP4APR,17,2550,1189,7.926666666666667
2026-08-31T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000303,31,UK561M200N300AP4APR,17,1457,1200,13.986013986013987
2026-08-31T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,21,UK561M200N300AP4APR,17,1457,1256,14.63869463869464
2026-08-31T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,27,UK561M200N300AP4APR,17,1457,1167,13.601398601398602
2026-08-31T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,35,UK561M200N300AP4APR,17,1457,1147,13.368298368298369
2026-08-31T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000382,1,UK561M200N300AP4APR,17,1457,1232,14.358974358974361
2026-08-31T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000382,9,UK561M200N300AP4APR,17,1457,1244,14.4988344988345
2026-08-31T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000384,4,UK561M200N300AP4APR,17,1457,1190,13.86946386946387
2026-08-31T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000304,31,UK561M200N300AP4APR,17,1700,1178,11.756487025948104
2026-08-31T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000382,3,UK561M200N300AP4APR,17,1700,1251,12.485029940119762
2026-08-31T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000382,5,UK561M200N300AP4APR,17,1700,1220,12.17564870259481
2026-08-31T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000383,7,UK561M200N300AP4APR,17,1700,1167,11.646706586826348
2026-08-31T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000383,11,UK561M200N300AP4APR,17,1700,1192,11.89620758483034
2026-08-31T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000384,1,UK561M200N300AP4APR,17,1700,1189,11.86626746506986
2026-08-31T00:00:00,A,3162 制造六处自动组立套胶,6B0015,SF313-2608000383,6,UK561M200N300AP4APR,17,2550,1168,7.786666666666666
2026-08-31T00:00:00,A,3162 制造六处自动组立套胶,6B0015,SF313-2608000383,8,UK561M200N300AP4APR,17,2550,1195,7.966666666666667
2026-08-31T00:00:00,A,3162 制造六处自动组立套胶,6B0015,SF313-2608000383,9,UK561M200N300AP4APR,17,2550,1155,7.7
2026-08-31T00:00:00,A,3162 制造六处自动组立套胶,6B0015,SF313-2608000383,10,UK561M200N300AP4APR,17,2550,1191,7.94
2026-08-31T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000300,39,UK561M200N300AP4APR,17,5100,200,0.6666666666666667
2026-08-31T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000382,7,UK561M200N300AP4APR,17,5100,1248,4.16
2026-08-31T00:00:00,B,3162 制造六处自动组立套胶,6B0015,SF313-2608000302,41,UK561M200N300AP4APR,17,1700,511,5.099800399201597
2026-08-31T00:00:00,B,3162 制造六处自动组立套胶,6B0015,SF313-2608000383,5,UK561M200N300AP4APR,17,1700,1148,11.457085828343313
2026-08-31T00:00:00,B,3162 制造六处自动组立套胶,6B0015,SF313-2608000384,7,UK561M200N300AP4APR,17,1700,1193,11.9061876247505
2026-08-31T00:00:00,B,3162 制造六处自动组立套胶,6B0015,SF313-2608000384,10,UK561M200N300AP4APR,17,1700,1192,11.89620758483034
2026-08-31T00:00:00,B,3162 制造六处自动组立套胶,6B0015,SF313-2608000384,11,UK561M200N300AP4APR,17,1700,1197,11.946107784431138
2026-08-31T00:00:00,B,3162 制造六处自动组立套胶,6B0015,SF313-2608000384,12,UK561M200N300AP4APR,17,1700,1194,11.916167664670658
2026-09-01T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000382,17,UK561M200N300AP4APR,17,3400,1246,6.236236236236236
2026-09-01T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000383,14,UK561M200N300AP4APR,17,3400,1182,5.915915915915916
2026-09-01T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000383,20,UK561M200N300AP4APR,17,3400,1171,5.8608608608608606
2026-09-01T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000304,36,UK561M200N300AP4APR,17,5100,1178,3.9266666666666667
2026-09-01T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000383,2,UK561M200N300AP4APR,17,5100,1197,3.9899999999999998
2026-09-01T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000383,24,UK561M200N300AP4APR,17,2550,1200,8
2026-09-01T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000383,25,UK561M200N300AP4APR,17,2550,1201,8.006666666666666
2026-09-01T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000383,26,UK561M200N300AP4APR,17,2550,1196,7.973333333333334
2026-09-01T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000384,13,UK561M200N300AP4APR,17,2550,1216,8.106666666666666
2026-09-01T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000382,6,UK561M200N300AP4APR,17,1275,1246,16.4933333333333
2026-09-01T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000382,8,UK561M200N300AP4APR,17,1275,1255,16.4933333333333
2026-09-01T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000382,13,UK561M200N300AP4APR,17,1275,1244,16.4933333333333
2026-09-01T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000382,19,UK561M200N300AP4APR,17,1275,1239,16.4933333333333
2026-09-01T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000383,13,UK561M200N300AP4APR,17,1275,1187,16.4933333333333
2026-09-01T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000383,15,UK561M200N300AP4APR,17,1275,1189,16.4933333333333
2026-09-01T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000383,17,UK561M200N300AP4APR,17,1275,1184,16.4933333333333
2026-09-01T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000384,15,UK561M200N300AP4APR,17,1275,1243,16.4933333333333
2026-09-01T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000383,1,UK561M200N300AP4APR,17,3400,1198,5.995995995995996
2026-09-01T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000383,3,UK561M200N300AP4APR,17,3400,1204,6.026026026026026
2026-09-01T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000383,4,UK561M200N300AP4APR,17,3400,1161,5.810810810810811
2026-09-01T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000382,2,UK561M200N300AP4APR,17,1275,1200,16.4933333333333
2026-09-01T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000382,14,UK561M200N300AP4APR,17,1275,1238,16.4933333333333
2026-09-01T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000384,5,UK561M200N300AP4APR,17,1275,1199,16.4933333333333
2026-09-01T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000384,6,UK561M200N300AP4APR,17,1275,1199,16.4933333333333
2026-09-01T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000384,8,UK561M200N300AP4APR,17,1275,1191,16.4933333333333
2026-09-01T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000384,9,UK561M200N300AP4APR,17,1275,1183,16.4933333333333
2026-09-01T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000384,16,UK561M200N300AP4APR,17,1275,1202,16.4933333333333
2026-09-01T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000384,17,UK561M200N300AP4APR,17,1275,1227,16.4933333333333
2026-09-02T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000382,24,UK561M200N300AP4APR,17,1457,1225,14.277389277389279
2026-09-02T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000382,25,UK561M200N300AP4APR,17,1457,1159,13.508158508158509
2026-09-02T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000382,27,UK561M200N300AP4APR,17,1457,1245,14.510489510489512
2026-09-02T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000382,31,UK561M200N300AP4APR,17,1457,1183,13.787878787878787
2026-09-02T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000383,18,UK561M200N300AP4APR,17,1457,1197,13.951048951048952
2026-09-02T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000383,19,UK561M200N300AP4APR,17,1457,1179,13.741258741258742
2026-09-02T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000383,22,UK561M200N300AP4APR,17,1457,1181,13.764568764568766
2026-09-02T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000304,29,UK561M200N300AP4APR,17,10200,955,1.5916666666666666
2026-09-02T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000382,10,UK561M200N300AP4APR,17,1275,1262,16.4933333333333
2026-09-02T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000382,12,UK561M200N300AP4APR,17,1275,1264,16.4933333333333
2026-09-02T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000382,15,UK561M200N300AP4APR,17,1275,1225,16.4933333333333
2026-09-02T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000382,16,UK561M200N300AP4APR,17,1275,1210,16.4933333333333
2026-09-02T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000382,20,UK561M200N300AP4APR,17,1275,1231,16.4933333333333
2026-09-02T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000382,22,UK561M200N300AP4APR,17,1275,1219,16.4933333333333
2026-09-02T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000382,23,UK561M200N300AP4APR,17,1275,1233,16.4933333333333
2026-09-02T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000383,16,UK561M200N300AP4APR,17,1275,1184,16.4933333333333
2026-09-02T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000382,18,UK561M200N300AP4APR,17,1275,1242,16.4933333333333
2026-09-02T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000382,21,UK561M200N300AP4APR,17,1275,1216,16.4933333333333
2026-09-02T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000382,26,UK561M200N300AP4APR,17,1275,1240,16.4933333333333
2026-09-02T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000382,28,UK561M200N300AP4APR,17,1275,1270,16.4933333333333
2026-09-02T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000382,32,UK561M200N300AP4APR,17,1275,1196,16.4933333333333
2026-09-02T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000382,33,UK561M200N300AP4APR,17,1275,1203,16.4933333333333
2026-09-02T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000383,21,UK561M200N300AP4APR,17,1275,1183,16.4933333333333
2026-09-02T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000383,23,UK561M200N300AP4APR,17,1275,1175,16.4933333333333
2026-09-02T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000382,29,UK561M200N300AP4APR,17,1457,1192,13.892773892773894
2026-09-02T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000383,12,UK561M200N300AP4APR,17,1457,1170,13.636363636363637
2026-09-02T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000383,28,UK561M200N300AP4APR,17,1457,1200,13.986013986013987
2026-09-02T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000383,30,UK561M200N300AP4APR,17,1457,1203,14.020979020979022
2026-09-02T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000383,32,UK561M200N300AP4APR,17,1457,1202,14.009324009324011
2026-09-02T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000383,33,UK561M200N300AP4APR,17,1457,1209,14.09090909090909
2026-09-02T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000383,35,UK561M200N300AP4APR,17,1457,1199,13.974358974358976
2026-09-03T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000382,37,UK561M200N300AP4APR,17,1700,1148,11.457085828343313
2026-09-03T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000382,38,UK561M200N300AP4APR,17,1700,1172,11.696606786427147
2026-09-03T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000382,42,UK561M200N300AP4APR,17,1700,1164,11.616766467065867
2026-09-03T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000383,27,UK561M200N300AP4APR,17,1700,1204,12.015968063872256
2026-09-03T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000383,29,UK561M200N300AP4APR,17,1700,1203,12.005988023952098
2026-09-03T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000383,31,UK561M200N300AP4APR,17,1700,1206,12.035928143712576
2026-09-03T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000382,11,UK561M200N300AP4APR,17,2040,1211,10.091666666666667
2026-09-03T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000382,30,UK561M200N300AP4APR,17,2040,1208,10.066666666666666
2026-09-03T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000382,34,UK561M200N300AP4APR,17,2040,1213,10.108333333333333
2026-09-03T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000383,34,UK561M200N300AP4APR,17,2040,1185,9.875
2026-09-03T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000383,42,UK561M200N300AP4APR,17,2040,1177,9.808333333333334
2026-09-03T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000382,36,UK561M200N300AP4APR,17,2040,1191,9.925
2026-09-03T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000383,36,UK561M200N300AP4APR,17,2040,1187,9.891666666666667
