日期,班次,工序,机台,工单号,卡号,料号,标准节拍,标准产量,实际产量,实际节拍
2026-08-30T00:00:00,B,3161 制造六处釘卷,6DD092,SF313-2608000384,10,UK561M200N300AP4APR,15,3000,1192,5.965965965965966
2026-08-30T00:00:00,B,3161 制造六处釘卷,6DD092,SF313-2608000384,11,UK561M200N300AP4APR,15,3000,1197,5.990990990990991
2026-08-30T00:00:00,B,3161 制造六处釘卷,6DD092,SF313-2608000384,12,UK561M200N300AP4APR,15,3000,1194,5.975975975975976
2026-08-30T00:00:00,B,3161 制造六处釘卷,6DD116,SF313-2608000383,9,UK561M200N300AP4APR,15,4500,1155,3.85
2026-08-30T00:00:00,B,3161 制造六处釘卷,6DD116,SF313-2608000383,11,UK561M200N300AP4APR,15,4500,1192,3.9733333333333336
2026-08-30T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000382,1,UK561M200N300AP4APR,15,1800,1232,10.266666666666667
2026-08-30T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000382,3,UK561M200N300AP4APR,15,1800,1251,10.425
2026-08-30T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000382,5,UK561M200N300AP4APR,15,1800,1220,10.166666666666666
2026-08-30T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000382,7,UK561M200N300AP4APR,15,1800,1248,10.4
2026-08-30T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000382,9,UK561M200N300AP4APR,15,1800,1244,10.366666666666667
2026-08-30T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000382,2,UK561M200N300AP4APR,15,9000,1200,2
2026-08-30T00:00:00,B,3161 制造六处釘卷,6DD121,SF313-2608000383,6,UK561M200N300AP4APR,15,3000,1168,5.8458458458458455
2026-08-30T00:00:00,B,3161 制造六处釘卷,6DD121,SF313-2608000383,8,UK561M200N300AP4APR,15,3000,1195,5.9809809809809815
2026-08-30T00:00:00,B,3161 制造六处釘卷,6DD121,SF313-2608000383,10,UK561M200N300AP4APR,15,3000,1191,5.9609609609609615
2026-08-31T00:00:00,A,3161 制造六处釘卷,6DD092,SF313-2608000384,14,UK561M200N300AP4APR,15,2250,1204,8.026666666666667
2026-08-31T00:00:00,A,3161 制造六处釘卷,6DD092,SF313-2608000384,15,UK561M200N300AP4APR,15,2250,1243,8.286666666666665
2026-08-31T00:00:00,A,3161 制造六处釘卷,6DD092,SF313-2608000384,16,UK561M200N300AP4APR,15,2250,1202,8.013333333333334
2026-08-31T00:00:00,A,3161 制造六处釘卷,6DD092,SF313-2608000384,17,UK561M200N300AP4APR,15,2250,1227,8.18
2026-08-31T00:00:00,A,3161 制造六处釘卷,6DD116,SF313-2608000383,21,UK561M200N300AP4APR,15,9000,1183,1.9716666666666665
2026-08-31T00:00:00,A,3161 制造六处釘卷,6DD121,SF313-2608000383,22,UK561M200N300AP4APR,15,9000,1181,1.9683333333333333
2026-08-31T00:00:00,B,3161 制造六处釘卷,6DD116,SF313-2608000383,13,UK561M200N300AP4APR,15,2250,1187,7.913333333333334
2026-08-31T00:00:00,B,3161 制造六处釘卷,6DD116,SF313-2608000383,15,UK561M200N300AP4APR,15,2250,1189,7.926666666666667
2026-08-31T00:00:00,B,3161 制造六处釘卷,6DD116,SF313-2608000383,17,UK561M200N300AP4APR,15,2250,1184,7.8933333333333335
2026-08-31T00:00:00,B,3161 制造六处釘卷,6DD116,SF313-2608000383,19,UK561M200N300AP4APR,15,2250,1179,7.859999999999999
2026-08-31T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000382,11,UK561M200N300AP4APR,15,1500,1211,12.085828343313374
2026-08-31T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000382,13,UK561M200N300AP4APR,15,1500,1244,12.415169660678643
2026-08-31T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000382,15,UK561M200N300AP4APR,15,1500,1225,12.22554890219561
2026-08-31T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000382,17,UK561M200N300AP4APR,15,1500,1246,12.435129740518962
2026-08-31T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000382,19,UK561M200N300AP4APR,15,1500,1239,12.365269461077844
2026-08-31T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000382,21,UK561M200N300AP4APR,15,1500,1216,12.13572854291417
2026-08-31T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000382,4,UK561M200N300AP4APR,15,1286,1200,13.986013986013987
2026-08-31T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000382,6,UK561M200N300AP4APR,15,1286,1246,14.522144522144522
2026-08-31T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000382,8,UK561M200N300AP4APR,15,1286,1255,14.627039627039629
2026-08-31T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000382,10,UK561M200N300AP4APR,15,1286,1262,14.708624708624711
2026-08-31T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000382,12,UK561M200N300AP4APR,15,1286,1264,14.731934731934732
2026-08-31T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000382,14,UK561M200N300AP4APR,15,1286,1238,14.42890442890443
2026-08-31T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000382,16,UK561M200N300AP4APR,15,1286,1210,14.102564102564104
2026-08-31T00:00:00,B,3161 制造六处釘卷,6DD121,SF313-2608000383,14,UK561M200N300AP4APR,15,2250,1182,7.88
2026-08-31T00:00:00,B,3161 制造六处釘卷,6DD121,SF313-2608000383,16,UK561M200N300AP4APR,15,2250,1184,7.8933333333333335
2026-08-31T00:00:00,B,3161 制造六处釘卷,6DD121,SF313-2608000383,18,UK561M200N300AP4APR,15,2250,1197,7.9799999999999995
2026-08-31T00:00:00,B,3161 制造六处釘卷,6DD121,SF313-2608000383,20,UK561M200N300AP4APR,15,2250,1171,7.806666666666667
2026-09-01T00:00:00,A,3161 制造六处釘卷,6DD116,SF313-2608000383,23,UK561M200N300AP4APR,15,3000,1175,5.880880880880881
2026-09-01T00:00:00,A,3161 制造六处釘卷,6DD116,SF313-2608000383,25,UK561M200N300AP4APR,15,3000,1201,6.011011011011011
2026-09-01T00:00:00,A,3161 制造六处釘卷,6DD116,SF313-2608000383,37,UK561M200N300AP4APR,15,3000,1207,6.041041041041041
2026-09-01T00:00:00,A,3161 制造六处釘卷,6DD117,SF313-2608000382,35,UK561M200N300AP4APR,15,4500,1183,3.943333333333333
2026-09-01T00:00:00,A,3161 制造六处釘卷,6DD117,SF313-2608000382,37,UK561M200N300AP4APR,15,4500,1148,3.8266666666666667
2026-09-01T00:00:00,A,3161 制造六处釘卷,6DD119,SF313-2608000382,36,UK561M200N300AP4APR,15,9000,1191,1.985
2026-09-01T00:00:00,A,3161 制造六处釘卷,6DD121,SF313-2608000383,24,UK561M200N300AP4APR,15,3000,1200,6.006006006006006
2026-09-01T00:00:00,A,3161 制造六处釘卷,6DD121,SF313-2608000383,26,UK561M200N300AP4APR,15,3000,1196,5.985985985985986
2026-09-01T00:00:00,A,3161 制造六处釘卷,6DD121,SF313-2608000383,36,UK561M200N300AP4APR,15,3000,1187,5.9409409409409415
2026-09-01T00:00:00,B,3161 制造六处釘卷,6DD116,SF313-2608000383,27,UK561M200N300AP4APR,15,1800,1204,10.033333333333333
2026-09-01T00:00:00,B,3161 制造六处釘卷,6DD116,SF313-2608000383,29,UK561M200N300AP4APR,15,1800,1203,10.025
2026-09-01T00:00:00,B,3161 制造六处釘卷,6DD116,SF313-2608000383,31,UK561M200N300AP4APR,15,1800,1206,10.05
2026-09-01T00:00:00,B,3161 制造六处釘卷,6DD116,SF313-2608000383,33,UK561M200N300AP4APR,15,1800,1209,10.075
2026-09-01T00:00:00,B,3161 制造六处釘卷,6DD116,SF313-2608000383,35,UK561M200N300AP4APR,15,1800,1199,9.991666666666667
2026-09-01T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000382,23,UK561M200N300AP4APR,15,1500,1233,12.305389221556887
2026-09-01T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000382,25,UK561M200N300AP4APR,15,1500,1159,11.56686626746507
2026-09-01T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000382,27,UK561M200N300AP4APR,15,1500,1245,12.425149700598803
2026-09-01T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000382,29,UK561M200N300AP4APR,15,1500,1192,11.89620758483034
2026-09-01T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000382,31,UK561M200N300AP4APR,15,1500,1183,11.806387225548901
2026-09-01T00:00:00,B,3161 制造六处釘卷,6DD117,SF313-2608000382,33,UK561M200N300AP4APR,15,1500,1203,12.005988023952098
2026-09-01T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000382,18,UK561M200N300AP4APR,15,999.9,1242,18.631863186318633
2026-09-01T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000382,20,UK561M200N300AP4APR,15,999.9,1231,18.466846684668464
2026-09-01T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000382,22,UK561M200N300AP4APR,15,999.9,1219,18.286828682868286
2026-09-01T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000382,24,UK561M200N300AP4APR,15,999.9,1225,18.37683768376838
2026-09-01T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000382,26,UK561M200N300AP4APR,15,999.9,1240,18.6018601860186
2026-09-01T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000382,28,UK561M200N300AP4APR,15,999.9,1270,19.051905190519054
2026-09-01T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000382,30,UK561M200N300AP4APR,15,999.9,1208,18.12181218121812
2026-09-01T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000382,32,UK561M200N300AP4APR,15,999.9,1196,17.941794179417943
2026-09-01T00:00:00,B,3161 制造六处釘卷,6DD119,SF313-2608000382,34,UK561M200N300AP4APR,15,999.9,1213,18.196819681968197
2026-09-01T00:00:00,B,3161 制造六处釘卷,6DD121,SF313-2608000383,28,UK561M200N300AP4APR,15,2250,1200,8
2026-09-01T00:00:00,B,3161 制造六处釘卷,6DD121,SF313-2608000383,30,UK561M200N300AP4APR,15,2250,1203,8.02
2026-09-01T00:00:00,B,3161 制造六处釘卷,6DD121,SF313-2608000383,32,UK561M200N300AP4APR,15,2250,1202,8.013333333333334
2026-09-01T00:00:00,B,3161 制造六处釘卷,6DD121,SF313-2608000383,34,UK561M200N300AP4APR,15,2250,1185,7.9
2026-09-02T00:00:00,A,3161 制造六处釘卷,6DD116,SF313-2608000383,39,UK561M200N300AP4APR,15,9000,1440,2.4
2026-09-02T00:00:00,A,3161 制造六处釘卷,6DD117,SF313-2608000382,39,UK561M200N300AP4APR,15,4500,1183,3.943333333333333
2026-09-02T00:00:00,A,3161 制造六处釘卷,6DD117,SF313-2608000382,41,UK561M200N300AP4APR,15,4500,1196,3.986666666666667
2026-09-02T00:00:00,A,3161 制造六处釘卷,6DD119,SF313-2608000382,38,UK561M200N300AP4APR,15,4500,1172,3.906666666666667
2026-09-02T00:00:00,A,3161 制造六处釘卷,6DD119,SF313-2608000382,42,UK561M200N300AP4APR,15,4500,1164,3.88
2026-09-02T00:00:00,A,3161 制造六处釘卷,6DD121,SF313-2608000383,38,UK561M200N300AP4APR,15,4500,1440,4.8
2026-09-02T00:00:00,A,3161 制造六处釘卷,6DD121,SF313-2608000383,42,UK561M200N300AP4APR,15,4500,1177,3.9233333333333333
2026-09-02T00:00:00,B,3161 制造六处釘卷,6DD116,SF313-2608000383,41,UK561M200N300AP4APR,15,4500,1172,3.906666666666667
2026-09-02T00:00:00,B,3161 制造六处釘卷,6DD116,SF313-2608000383,43,UK561M200N300AP4APR,15,4500,1181,3.9366666666666665
2026-08-21T00:00:00,A,3162 制造六处自动组立套胶,6B0008,SF313-2608000301,2,UK561M200N300AP4APR,17,5100,1402,4.673333333333334
2026-08-21T00:00:00,A,3162 制造六处自动组立套胶,6B0008,SF313-2608000301,3,UK561M200N300AP4APR,17,5100,1433,4.776666666666666
2026-08-22T00:00:00,A,3162 制造六处自动组立套胶,6B0007,SF313-2608000301,8,UK561M200N300AP4APR,17,10200,1183,1.9716666666666665
2026-08-22T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,6,UK561M200N300AP4APR,17,5100,1197,3.9899999999999998
2026-08-22T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,8,UK561M200N300AP4APR,17,5100,1179,3.9299999999999997
2026-08-22T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000300,7,UK561M200N300AP4APR,17,5100,1184,3.9466666666666668
2026-08-22T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000301,5,UK561M200N300AP4APR,17,5100,1114,3.7133333333333334
2026-08-22T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,1,UK561M200N300AP4APR,17,1275,1237,16.4933333333333
2026-08-22T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,3,UK561M200N300AP4APR,17,1275,1180,16.4933333333333
2026-08-22T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,4,UK561M200N300AP4APR,17,1275,1210,16.4933333333333
2026-08-22T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,5,UK561M200N300AP4APR,17,1275,1192,16.4933333333333
2026-08-22T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,18,UK561M200N300AP4APR,17,1275,1220,16.4933333333333
2026-08-22T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,20,UK561M200N300AP4APR,17,1275,1151,16.4933333333333
2026-08-22T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,1,UK561M200N300AP4APR,17,1275,1368,16.4933333333333
2026-08-22T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,4,UK561M200N300AP4APR,17,1275,1440,16.4933333333333
2026-08-23T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,17,UK561M200N300AP4APR,17,1700,1225,12.22554890219561
2026-08-23T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,17,UK561M200N300AP4APR,17,1700,1171,11.686626746506986
2026-08-23T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,18,UK561M200N300AP4APR,17,1700,1435,14.321357285429142
2026-08-23T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,19,UK561M200N300AP4APR,17,1700,1184,11.816367265469063
2026-08-23T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,21,UK561M200N300AP4APR,17,1700,1196,11.936127744510978
2026-08-23T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,23,UK561M200N300AP4APR,17,1700,1176,11.736526946107785
2026-08-23T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000300,24,UK561M200N300AP4APR,17,3400,1194,5.975975975975976
2026-08-23T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000300,26,UK561M200N300AP4APR,17,3400,1212,6.066066066066066
2026-08-23T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000301,29,UK561M200N300AP4APR,17,3400,1418,7.097097097097097
2026-08-23T00:00:00,A,3162 制造六处自动组立套胶,6B0015,SF313-2608000300,13,UK561M200N300AP4APR,17,10200,1220,2.033333333333333
2026-08-23T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000300,2,UK561M200N300AP4APR,17,1700,1240,12.375249500998006
2026-08-23T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000300,15,UK561M200N300AP4APR,17,1700,1240,12.375249500998006
2026-08-23T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000301,6,UK561M200N300AP4APR,17,1700,1114,11.117764471057885
2026-08-23T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000301,7,UK561M200N300AP4APR,17,1700,1192,11.89620758483034
2026-08-23T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000301,13,UK561M200N300AP4APR,17,1700,1402,13.992015968063873
2026-08-23T00:00:00,B,3162 制造六处自动组立套胶,6B0007,SF313-2608000301,16,UK561M200N300AP4APR,17,1700,1405,14.021956087824353
2026-08-23T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,9,UK561M200N300AP4APR,17,2550,1225,8.166666666666668
2026-08-23T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,16,UK561M200N300AP4APR,17,2550,1223,8.153333333333332
2026-08-23T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,23,UK561M200N300AP4APR,17,2550,1194,7.959999999999999
2026-08-23T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,14,UK561M200N300AP4APR,17,2550,1432,9.546666666666667
2026-08-23T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000300,30,UK561M200N300AP4APR,17,3400,1187,5.9409409409409415
2026-08-23T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000300,32,UK561M200N300AP4APR,17,3400,1193,5.970970970970971
2026-08-23T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000300,34,UK561M200N300AP4APR,17,3400,1184,5.9259259259259265
2026-08-23T00:00:00,B,3162 制造六处自动组立套胶,6B0015,SF313-2608000300,11,UK561M200N300AP4APR,17,5100,1225,4.083333333333334
2026-08-23T00:00:00,B,3162 制造六处自动组立套胶,6B0015,SF313-2608000300,19,UK561M200N300AP4APR,17,5100,1228,4.093333333333333
2026-08-24T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,10,UK561M200N300AP4APR,17,3400,1418,7.097097097097097
2026-08-24T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,12,UK561M200N300AP4APR,17,3400,1422,7.117117117117116
2026-08-24T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,15,UK561M200N300AP4APR,17,3400,1390,6.956956956956957
2026-08-24T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000300,29,UK561M200N300AP4APR,17,1457,1201,13.997668997668997
2026-08-24T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000300,31,UK561M200N300AP4APR,17,1457,1207,14.067599067599069
2026-08-24T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000300,35,UK561M200N300AP4APR,17,1457,1219,14.207459207459207
2026-08-24T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000301,24,UK561M200N300AP4APR,17,1457,1402,16.340326340326342
2026-08-24T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000301,27,UK561M200N300AP4APR,17,1457,1416,16.503496503496507
2026-08-24T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000301,28,UK561M200N300AP4APR,17,1457,1399,16.305361305361306
2026-08-24T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000301,30,UK561M200N300AP4APR,17,1457,1405,16.375291375291376
2026-08-24T00:00:00,A,3162 制造六处自动组立套胶,6B0015,SF313-2608000300,37,UK561M200N300AP4APR,17,2550,1136,7.573333333333333
2026-08-24T00:00:00,A,3162 制造六处自动组立套胶,6B0015,SF313-2608000300,38,UK561M200N300AP4APR,17,2550,1160,7.7333333333333325
2026-08-24T00:00:00,A,3162 制造六处自动组立套胶,6B0015,SF313-2608000300,40,UK561M200N300AP4APR,17,2550,1175,7.833333333333333
2026-08-24T00:00:00,A,3162 制造六处自动组立套胶,6B0015,SF313-2608000301,33,UK561M200N300AP4APR,17,2550,1431,9.540000000000001
2026-08-24T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000300,28,UK561M200N300AP4APR,17,2040,1176,9.8
2026-08-24T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,1,UK561M200N300AP4APR,17,2040,1200,10
2026-08-24T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,3,UK561M200N300AP4APR,17,2040,1200,10
2026-08-24T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,6,UK561M200N300AP4APR,17,2040,1200,10
2026-08-24T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,11,UK561M200N300AP4APR,17,2040,1435,11.958333333333334
2026-08-24T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,43,UK561M200N300AP4APR,17,3400,1200,6.006006006006006
2026-08-24T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,9,UK561M200N300AP4APR,17,3400,1431,7.162162162162162
2026-08-24T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,11,UK561M200N300AP4APR,17,3400,1430,7.157157157157156
2026-08-24T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000300,21,UK561M200N300AP4APR,17,1275,1440,16.4933333333333
2026-08-24T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000300,22,UK561M200N300AP4APR,17,1275,1231,16.4933333333333
2026-08-24T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000300,27,UK561M200N300AP4APR,17,1275,1199,16.4933333333333
2026-08-24T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000300,33,UK561M200N300AP4APR,17,1275,1199,16.4933333333333
2026-08-24T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000301,20,UK561M200N300AP4APR,17,1275,1436,16.4933333333333
2026-08-24T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000301,22,UK561M200N300AP4APR,17,1275,1426,16.4933333333333
2026-08-24T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000301,25,UK561M200N300AP4APR,17,1275,1400,16.4933333333333
2026-08-24T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000301,26,UK561M200N300AP4APR,17,1275,1405,16.4933333333333
2026-08-24T00:00:00,B,3162 制造六处自动组立套胶,6B0015,SF313-2608000301,35,UK561M200N300AP4APR,17,10200,1160,1.9333333333333331
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,38,UK561M200N300AP4APR,17,1133,1432,21.482148214821482
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,40,UK561M200N300AP4APR,17,1133,1152,17.28172817281728
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000302,1,UK561M200N300AP4APR,17,1133,1435,21.52715271527153
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000302,5,UK561M200N300AP4APR,17,1133,1405,21.077107710771077
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000302,7,UK561M200N300AP4APR,17,1133,1225,18.37683768376838
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000302,14,UK561M200N300AP4APR,17,1133,1194,17.91179117911791
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000303,2,UK561M200N300AP4APR,17,1133,1197,17.956795679567957
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000303,4,UK561M200N300AP4APR,17,1133,1183,17.746774677467744
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0009,SF313-2608000303,5,UK561M200N300AP4APR,17,1133,1185,17.776777677767775
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000300,14,UK561M200N300AP4APR,17,5100,1212,4.04
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0012,SF313-2608000303,9,UK561M200N300AP4APR,17,5100,1173,3.91
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,16,UK561M200N300AP4APR,17,1700,1200,11.976047904191617
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,17,UK561M200N300AP4APR,17,1700,1200,11.976047904191617
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,20,UK561M200N300AP4APR,17,1700,1437,14.341317365269461
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,21,UK561M200N300AP4APR,17,1700,1438,14.351297405189621
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,22,UK561M200N300AP4APR,17,1700,1428,14.251497005988025
2026-08-25T00:00:00,A,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,23,UK561M200N300AP4APR,17,1700,1434,14.311377245508982
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,41,UK561M200N300AP4APR,17,1133,1194,17.91179117911791
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,42,UK561M200N300AP4APR,17,1133,1170,17.551755175517552
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,31,UK561M200N300AP4APR,17,1133,1161,17.41674167416742
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,32,UK561M200N300AP4APR,17,1133,1417,21.25712571257126
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,36,UK561M200N300AP4APR,17,1133,1432,21.482148214821482
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000302,8,UK561M200N300AP4APR,17,1133,1427,21.40714071407141
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000302,10,UK561M200N300AP4APR,17,1133,1419,21.287128712871286
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000302,12,UK561M200N300AP4APR,17,1133,1185,17.776777677767775
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0009,SF313-2608000303,7,UK561M200N300AP4APR,17,1133,1184,17.76177617761776
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000300,10,UK561M200N300AP4APR,17,2550,1238,8.253333333333334
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000300,12,UK561M200N300AP4APR,17,2550,1229,8.193333333333333
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000300,25,UK561M200N300AP4APR,17,2550,1218,8.120000000000001
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0012,SF313-2608000300,36,UK561M200N300AP4APR,17,2550,1198,7.986666666666666
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0015,SF313-2608000301,37,UK561M200N300AP4APR,17,10200,1428,2.38
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,8,UK561M200N300AP4APR,17,1700,1432,14.291417165668664
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,10,UK561M200N300AP4APR,17,1700,1439,14.361277445109781
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,12,UK561M200N300AP4APR,17,1700,1200,11.976047904191617
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,13,UK561M200N300AP4APR,17,1700,1200,11.976047904191617
2026-08-25T00:00:00,B,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,14,UK561M200N300AP4APR,17,1700,1200,11.976047904191617
