日期,班次,统计时间,工序,产线设备,工单号,卡号,料号,在制数量（件）
2026-08-21T00:00:00,A,2026-08-21T12:00:00,3161 制造六处釘卷,6D0005,SF313-2608000300,3,UK561M200N300AP4APR,288
2026-08-21T00:00:00,A,2026-08-21T12:00:00,3161 制造六处釘卷,6D0117,SF313-2608000300,5,UK561M200N300AP4APR,372
2026-08-21T00:00:00,A,2026-08-21T12:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,7,UK561M200N300AP4APR,420
2026-08-21T00:00:00,A,2026-08-21T12:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,6,UK561M200N300AP4APR,612
2026-08-21T00:00:00,A,2026-08-21T12:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,8,UK561M200N300AP4APR,480
2026-08-21T00:00:00,A,2026-08-21T12:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,5,UK561M200N300AP4APR,240
2026-08-21T00:00:00,A,2026-08-21T12:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,6,UK561M200N300AP4APR,300
2026-08-21T00:00:00,A,2026-08-21T12:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,7,UK561M200N300AP4APR,504
2026-08-21T00:00:00,A,2026-08-21T12:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,8,UK561M200N300AP4APR,540
2026-08-21T00:00:00,A,2026-08-21T12:00:00,3162 制造六处自动组立套胶,6B0008,SF313-2608000301,2,UK561M200N300AP4APR,616
2026-08-21T00:00:00,A,2026-08-21T12:00:00,3162 制造六处自动组立套胶,6B0008,SF313-2608000301,3,UK561M200N300AP4APR,587
2026-08-21T00:00:00,A,2026-08-21T17:00:00,3161 制造六处釘卷,6D0005,SF313-2608000300,3,UK561M200N300AP4APR,0
2026-08-21T00:00:00,A,2026-08-21T17:00:00,3161 制造六处釘卷,6D0117,SF313-2608000300,5,UK561M200N300AP4APR,276
2026-08-21T00:00:00,A,2026-08-21T17:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,7,UK561M200N300AP4APR,192
2026-08-21T00:00:00,A,2026-08-21T17:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,6,UK561M200N300AP4APR,132
2026-08-21T00:00:00,A,2026-08-21T17:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,8,UK561M200N300AP4APR,0
2026-08-21T00:00:00,A,2026-08-21T17:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,5,UK561M200N300AP4APR,336
2026-08-21T00:00:00,A,2026-08-21T17:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,6,UK561M200N300AP4APR,180
2026-08-21T00:00:00,A,2026-08-21T17:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,7,UK561M200N300AP4APR,132
2026-08-21T00:00:00,A,2026-08-21T17:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,8,UK561M200N300AP4APR,132
2026-08-21T00:00:00,A,2026-08-21T17:00:00,3162 制造六处自动组立套胶,6B0008,SF313-2608000301,2,UK561M200N300AP4APR,252
2026-08-21T00:00:00,A,2026-08-21T17:00:00,3162 制造六处自动组立套胶,6B0008,SF313-2608000301,3,UK561M200N300AP4APR,229
2026-08-21T00:00:00,B,2026-08-22T00:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,9,UK561M200N300AP4APR,300
2026-08-21T00:00:00,B,2026-08-22T00:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,11,UK561M200N300AP4APR,288
2026-08-21T00:00:00,B,2026-08-22T00:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,10,UK561M200N300AP4APR,216
2026-08-21T00:00:00,B,2026-08-22T00:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,12,UK561M200N300AP4APR,492
2026-08-21T00:00:00,B,2026-08-22T00:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,9,UK561M200N300AP4APR,312
2026-08-21T00:00:00,B,2026-08-22T00:00:00,3161 制造六处釘卷,6DD131,SF313-2608000301,10,UK561M200N300AP4APR,360
2026-08-21T00:00:00,B,2026-08-22T05:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,9,UK561M200N300AP4APR,372
2026-08-21T00:00:00,B,2026-08-22T05:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,11,UK561M200N300AP4APR,0
2026-08-21T00:00:00,B,2026-08-22T05:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,10,UK561M200N300AP4APR,144
2026-08-21T00:00:00,B,2026-08-22T05:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,12,UK561M200N300AP4APR,96
2026-08-21T00:00:00,B,2026-08-22T05:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,9,UK561M200N300AP4APR,288
2026-08-21T00:00:00,B,2026-08-22T05:00:00,3161 制造六处釘卷,6DD131,SF313-2608000301,10,UK561M200N300AP4APR,228
2026-08-22T00:00:00,A,2026-08-22T12:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,21,UK561M200N300AP4APR,420
2026-08-22T00:00:00,A,2026-08-22T12:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,23,UK561M200N300AP4APR,264
2026-08-22T00:00:00,A,2026-08-22T12:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,20,UK561M200N300AP4APR,288
2026-08-22T00:00:00,A,2026-08-22T12:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,22,UK561M200N300AP4APR,264
2026-08-22T00:00:00,A,2026-08-22T12:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,17,UK561M200N300AP4APR,588
2026-08-22T00:00:00,A,2026-08-22T12:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,19,UK561M200N300AP4APR,384
2026-08-22T00:00:00,A,2026-08-22T12:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,21,UK561M200N300AP4APR,528
2026-08-22T00:00:00,A,2026-08-22T12:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,23,UK561M200N300AP4APR,288
2026-08-22T00:00:00,A,2026-08-22T12:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000301,8,UK561M200N300AP4APR,567
2026-08-22T00:00:00,A,2026-08-22T12:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,6,UK561M200N300AP4APR,335
2026-08-22T00:00:00,A,2026-08-22T12:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,8,UK561M200N300AP4APR,530
2026-08-22T00:00:00,A,2026-08-22T17:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,21,UK561M200N300AP4APR,96
2026-08-22T00:00:00,A,2026-08-22T17:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,23,UK561M200N300AP4APR,168
2026-08-22T00:00:00,A,2026-08-22T17:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,20,UK561M200N300AP4APR,276
2026-08-22T00:00:00,A,2026-08-22T17:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,22,UK561M200N300AP4APR,192
2026-08-22T00:00:00,A,2026-08-22T17:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,17,UK561M200N300AP4APR,180
2026-08-22T00:00:00,A,2026-08-22T17:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,19,UK561M200N300AP4APR,72
2026-08-22T00:00:00,A,2026-08-22T17:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,21,UK561M200N300AP4APR,360
2026-08-22T00:00:00,A,2026-08-22T17:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,23,UK561M200N300AP4APR,168
2026-08-22T00:00:00,A,2026-08-22T17:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000301,8,UK561M200N300AP4APR,283
2026-08-22T00:00:00,A,2026-08-22T17:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,6,UK561M200N300AP4APR,167
2026-08-22T00:00:00,A,2026-08-22T17:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,8,UK561M200N300AP4APR,341
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,13,UK561M200N300AP4APR,336
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,15,UK561M200N300AP4APR,360
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,17,UK561M200N300AP4APR,384
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,19,UK561M200N300AP4APR,588
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,25,UK561M200N300AP4APR,360
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,27,UK561M200N300AP4APR,540
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,14,UK561M200N300AP4APR,276
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,16,UK561M200N300AP4APR,204
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,18,UK561M200N300AP4APR,72
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,24,UK561M200N300AP4APR,288
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,26,UK561M200N300AP4APR,192
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,11,UK561M200N300AP4APR,312
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,13,UK561M200N300AP4APR,468
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,14,UK561M200N300AP4APR,504
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,15,UK561M200N300AP4APR,372
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,25,UK561M200N300AP4APR,408
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3161 制造六处釘卷,6DD131,SF313-2608000301,12,UK561M200N300AP4APR,612
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3161 制造六处釘卷,6DD131,SF313-2608000301,16,UK561M200N300AP4APR,576
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3161 制造六处釘卷,6DD131,SF313-2608000301,18,UK561M200N300AP4APR,360
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3161 制造六处釘卷,6DD131,SF313-2608000301,20,UK561M200N300AP4APR,312
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000300,7,UK561M200N300AP4APR,236
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000301,5,UK561M200N300AP4APR,178
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,1,UK561M200N300AP4APR,185
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,3,UK561M200N300AP4APR,413
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,4,UK561M200N300AP4APR,508
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,5,UK561M200N300AP4APR,206
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,18,UK561M200N300AP4APR,144
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,20,UK561M200N300AP4APR,299
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,1,UK561M200N300AP4APR,574
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,4,UK561M200N300AP4APR,734
2026-08-22T00:00:00,B,2026-08-23T00:00:00,3164 制造六处老化选别,6D0005,SF313-2608000300,5,UK561M200N300AP4APR,68
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,13,UK561M200N300AP4APR,384
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,15,UK561M200N300AP4APR,252
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,17,UK561M200N300AP4APR,240
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,19,UK561M200N300AP4APR,336
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,25,UK561M200N300AP4APR,203
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,27,UK561M200N300AP4APR,252
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,14,UK561M200N300AP4APR,360
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,16,UK561M200N300AP4APR,324
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,18,UK561M200N300AP4APR,0
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,24,UK561M200N300AP4APR,96
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,26,UK561M200N300AP4APR,168
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,11,UK561M200N300AP4APR,168
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,13,UK561M200N300AP4APR,0
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,14,UK561M200N300AP4APR,83
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,15,UK561M200N300AP4APR,72
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,25,UK561M200N300AP4APR,120
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3161 制造六处釘卷,6DD131,SF313-2608000301,12,UK561M200N300AP4APR,96
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3161 制造六处釘卷,6DD131,SF313-2608000301,16,UK561M200N300AP4APR,83
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3161 制造六处釘卷,6DD131,SF313-2608000301,18,UK561M200N300AP4APR,72
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3161 制造六处釘卷,6DD131,SF313-2608000301,20,UK561M200N300AP4APR,156
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000300,7,UK561M200N300AP4APR,236
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000301,5,UK561M200N300AP4APR,278
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,1,UK561M200N300AP4APR,86
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,3,UK561M200N300AP4APR,330
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,4,UK561M200N300AP4APR,108
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,5,UK561M200N300AP4APR,138
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,18,UK561M200N300AP4APR,0
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,20,UK561M200N300AP4APR,241
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,1,UK561M200N300AP4APR,205
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,4,UK561M200N300AP4APR,86
2026-08-22T00:00:00,B,2026-08-23T05:00:00,3164 制造六处老化选别,6D0005,SF313-2608000300,5,UK561M200N300AP4APR,160
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,35,UK561M200N300AP4APR,228
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,37,UK561M200N300AP4APR,288
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,36,UK561M200N300AP4APR,252
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,38,UK561M200N300AP4APR,216
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,40,UK561M200N300AP4APR,252
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,31,UK561M200N300AP4APR,480
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,33,UK561M200N300AP4APR,252
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,35,UK561M200N300AP4APR,396
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,37,UK561M200N300AP4APR,336
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,17,UK561M200N300AP4APR,232
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,17,UK561M200N300AP4APR,234
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,18,UK561M200N300AP4APR,717
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,19,UK561M200N300AP4APR,390
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,21,UK561M200N300AP4APR,203
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,23,UK561M200N300AP4APR,588
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3162 制造六处自动组立套胶,6B0012,SF313-2608000300,24,UK561M200N300AP4APR,250
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3162 制造六处自动组立套胶,6B0012,SF313-2608000300,26,UK561M200N300AP4APR,218
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3162 制造六处自动组立套胶,6B0012,SF313-2608000301,29,UK561M200N300AP4APR,467
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3162 制造六处自动组立套胶,6B0015,SF313-2608000300,13,UK561M200N300AP4APR,414
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3164 制造六处老化选别,6D0005,SF313-2608000300,1,UK561M200N300AP4APR,395
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3164 制造六处老化选别,6D0005,SF313-2608000300,4,UK561M200N300AP4APR,363
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3164 制造六处老化选别,6D0005,SF313-2608000300,7,UK561M200N300AP4APR,473
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3164 制造六处老化选别,6D0005,SF313-2608000300,18,UK561M200N300AP4APR,622
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3164 制造六处老化选别,6D0005,SF313-2608000301,1,UK561M200N300AP4APR,205
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3164 制造六处老化选别,6D0005,SF313-2608000301,5,UK561M200N300AP4APR,512
2026-08-23T00:00:00,A,2026-08-23T12:00:00,3164 制造六处老化选别,6D0005,SF313-2608000301,8,UK561M200N300AP4APR,603
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,35,UK561M200N300AP4APR,168
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,37,UK561M200N300AP4APR,300
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,36,UK561M200N300AP4APR,336
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,38,UK561M200N300AP4APR,192
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,40,UK561M200N300AP4APR,336
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,31,UK561M200N300AP4APR,288
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,33,UK561M200N300AP4APR,0
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,35,UK561M200N300AP4APR,288
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,37,UK561M200N300AP4APR,324
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,17,UK561M200N300AP4APR,355
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,17,UK561M200N300AP4APR,257
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,18,UK561M200N300AP4APR,444
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,19,UK561M200N300AP4APR,201
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,21,UK561M200N300AP4APR,310
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000301,23,UK561M200N300AP4APR,0
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3162 制造六处自动组立套胶,6B0012,SF313-2608000300,24,UK561M200N300AP4APR,370
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3162 制造六处自动组立套胶,6B0012,SF313-2608000300,26,UK561M200N300AP4APR,121
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3162 制造六处自动组立套胶,6B0012,SF313-2608000301,29,UK561M200N300AP4APR,340
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3162 制造六处自动组立套胶,6B0015,SF313-2608000300,13,UK561M200N300AP4APR,170
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3164 制造六处老化选别,6D0005,SF313-2608000300,1,UK561M200N300AP4APR,346
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3164 制造六处老化选别,6D0005,SF313-2608000300,4,UK561M200N300AP4APR,242
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3164 制造六处老化选别,6D0005,SF313-2608000300,7,UK561M200N300AP4APR,248
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3164 制造六处老化选别,6D0005,SF313-2608000300,18,UK561M200N300AP4APR,183
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3164 制造六处老化选别,6D0005,SF313-2608000301,1,UK561M200N300AP4APR,150
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3164 制造六处老化选别,6D0005,SF313-2608000301,5,UK561M200N300AP4APR,356
2026-08-23T00:00:00,A,2026-08-23T17:00:00,3164 制造六处老化选别,6D0005,SF313-2608000301,8,UK561M200N300AP4APR,0
2026-08-23T00:00:00,B,2026-08-24T00:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,29,UK561M200N300AP4APR,360
2026-08-23T00:00:00,B,2026-08-24T00:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,31,UK561M200N300AP4APR,252
2026-08-23T00:00:00,B,2026-08-24T00:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,33,UK561M200N300AP4APR,336
2026-08-23T00:00:00,B,2026-08-24T00:00:00,3161 制造六处釘卷,6DD117,SF313-2608000300,41,UK561M200N300AP4APR,600
2026-08-23T00:00:00,B,2026-08-24T00:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,28,UK561M200N300AP4APR,588
2026-08-23T00:00:00,B,2026-08-24T00:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,30,UK561M200N300AP4APR,342
2026-08-23T00:00:00,B,2026-08-24T00:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,32,UK561M200N300AP4APR,230
2026-08-23T00:00:00,B,2026-08-24T00:00:00,3161 制造六处釘卷,6DD119,SF313-2608000300,34,UK561M200N300AP4APR,218
2026-08-23T00:00:00,B,2026-08-24T00:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,26,UK561M200N300AP4APR,432
2026-08-23T00:00:00,B,2026-08-24T00:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,27,UK561M200N300AP4APR,288
2026-08-23T00:00:00,B,2026-08-24T00:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,28,UK561M200N300AP4APR,564
2026-08-23T00:00:00,B,2026-08-24T00:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,29,UK561M200N300AP4APR,300
2026-08-23T00:00:00,B,2026-08-24T00:00:00,3161 制造六处釘卷,6DD129,SF313-2608000301,32,UK561M200N300AP4APR,528
2026-08-23T00:00:00,B,2026-08-24T00:00:00,3161 制造六处釘卷,6DD131,SF313-2608000301,22,UK561M200N300AP4APR,360
2026-08-23T00:00:00,B,2026-08-24T00:00:00,3161 制造六处釘卷,6DD131,SF313-2608000301,24,UK561M200N300AP4APR,408
2026-08-23T00:00:00,B,2026-08-24T00:00:00,3161 制造六处釘卷,6DD131,SF313-2608000301,30,UK561M200N300AP4APR,168
2026-08-23T00:00:00,B,2026-08-24T00:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000300,2,UK561M200N300AP4APR,359
2026-08-23T00:00:00,B,2026-08-24T00:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000300,15,UK561M200N300AP4APR,372
2026-08-23T00:00:00,B,2026-08-24T00:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000301,6,UK561M200N300AP4APR,300
2026-08-23T00:00:00,B,2026-08-24T00:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000301,7,UK561M200N300AP4APR,596
2026-08-23T00:00:00,B,2026-08-24T00:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000301,13,UK561M200N300AP4APR,280
2026-08-23T00:00:00,B,2026-08-24T00:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000301,16,UK561M200N300AP4APR,252
2026-08-23T00:00:00,B,2026-08-24T00:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,9,UK561M200N300AP4APR,183
2026-08-23T00:00:00,B,2026-08-24T00:00:00,3162 制造六处自动组立套胶,6B0009,SF313-2608000300,16,UK561M200N300AP4APR,238
