日期,班次,统计时间,工序,产线设备,工单号,卡号,料号,在制数量（件）
2026-08-27T00:00:00,B,2026-08-28T00:00:00,3164 制造六处老化选别,6D0005,SF313-2608000303,19,UK561M200N300AP4APR,205
2026-08-27T00:00:00,B,2026-08-28T00:00:00,3164 制造六处老化选别,6D0005,SF313-2608000304,4,UK561M200N300AP4APR,526
2026-08-27T00:00:00,B,2026-08-28T00:00:00,3164 制造六处老化选别,6D0015,SF313-2608000302,15,UK561M200N300AP4APR,455
2026-08-27T00:00:00,B,2026-08-28T00:00:00,3164 制造六处老化选别,6D0015,SF313-2608000303,26,UK561M200N300AP4APR,560
2026-08-27T00:00:00,B,2026-08-28T00:00:00,3164 制造六处老化选别,6D0015,SF313-2608000303,28,UK561M200N300AP4APR,308
2026-08-27T00:00:00,B,2026-08-28T00:00:00,3164 制造六处老化选别,6D0015,SF313-2608000303,33,UK561M200N300AP4APR,401
2026-08-27T00:00:00,B,2026-08-28T00:00:00,3164 制造六处老化选别,6D0015,SF313-2608000303,34,UK561M200N300AP4APR,382
2026-08-27T00:00:00,B,2026-08-28T00:00:00,3164 制造六处老化选别,6D0015,SF313-2608000303,39,UK561M200N300AP4APR,89
2026-08-27T00:00:00,B,2026-08-28T00:00:00,3164 制造六处老化选别,6D0015,SF313-2608000303,40,UK561M200N300AP4APR,244
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3161 制造六处釘卷,6DD098,SF313-2608000303,41,UK561M200N300AP4APR,288
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3161 制造六处釘卷,6DD099,SF313-2608000303,40,UK561M200N300AP4APR,85
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3161 制造六处釘卷,6DD099,SF313-2608000303,42,UK561M200N300AP4APR,372
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3161 制造六处釘卷,6DD117,SF313-2608000304,15,UK561M200N300AP4APR,228
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3161 制造六处釘卷,6DD117,SF313-2608000304,21,UK561M200N300AP4APR,324
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3161 制造六处釘卷,6DD119,SF313-2608000304,18,UK561M200N300AP4APR,120
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3161 制造六处釘卷,6DD119,SF313-2608000304,20,UK561M200N300AP4APR,108
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3161 制造六处釘卷,6DD119,SF313-2608000304,22,UK561M200N300AP4APR,83
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3161 制造六处釘卷,6DD119,SF313-2608000304,24,UK561M200N300AP4APR,144
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,13,UK561M200N300AP4APR,225
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,14,UK561M200N300AP4APR,160
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3162 制造六处自动组立套胶,6B0012,SF313-2608000302,9,UK561M200N300AP4APR,113
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3162 制造六处自动组立套胶,6B0012,SF313-2608000302,22,UK561M200N300AP4APR,72
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3162 制造六处自动组立套胶,6B0012,SF313-2608000302,26,UK561M200N300AP4APR,327
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3162 制造六处自动组立套胶,6B0012,SF313-2608000302,28,UK561M200N300AP4APR,250
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3162 制造六处自动组立套胶,6B0012,SF313-2608000302,32,UK561M200N300AP4APR,131
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3162 制造六处自动组立套胶,6B0012,SF313-2608000303,18,UK561M200N300AP4APR,57
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3162 制造六处自动组立套胶,6B0012,SF313-2608000303,19,UK561M200N300AP4APR,130
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3162 制造六处自动组立套胶,6B0015,SF313-2608000302,19,UK561M200N300AP4APR,216
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3162 制造六处自动组立套胶,6B0015,SF313-2608000302,38,UK561M200N300AP4APR,0
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3162 制造六处自动组立套胶,6B0015,SF313-2608000302,42,UK561M200N300AP4APR,351
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,36,UK561M200N300AP4APR,0
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,37,UK561M200N300AP4APR,0
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,38,UK561M200N300AP4APR,308
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,39,UK561M200N300AP4APR,44
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3162 制造六处自动组立套胶,6B0032,SF313-2608000303,40,UK561M200N300AP4APR,85
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3164 制造六处老化选别,6D0005,SF313-2608000300,14,UK561M200N300AP4APR,303
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,3,UK561M200N300AP4APR,356
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,8,UK561M200N300AP4APR,85
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,9,UK561M200N300AP4APR,141
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,10,UK561M200N300AP4APR,198
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,12,UK561M200N300AP4APR,165
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,13,UK561M200N300AP4APR,293
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3164 制造六处老化选别,6D0005,SF313-2608000303,18,UK561M200N300AP4APR,196
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3164 制造六处老化选别,6D0005,SF313-2608000303,19,UK561M200N300AP4APR,130
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3164 制造六处老化选别,6D0005,SF313-2608000304,4,UK561M200N300AP4APR,73
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3164 制造六处老化选别,6D0015,SF313-2608000302,15,UK561M200N300AP4APR,283
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3164 制造六处老化选别,6D0015,SF313-2608000303,26,UK561M200N300AP4APR,182
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3164 制造六处老化选别,6D0015,SF313-2608000303,28,UK561M200N300AP4APR,196
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3164 制造六处老化选别,6D0015,SF313-2608000303,33,UK561M200N300AP4APR,143
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3164 制造六处老化选别,6D0015,SF313-2608000303,34,UK561M200N300AP4APR,368
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3164 制造六处老化选别,6D0015,SF313-2608000303,39,UK561M200N300AP4APR,152
2026-08-27T00:00:00,B,2026-08-28T05:00:00,3164 制造六处老化选别,6D0015,SF313-2608000303,40,UK561M200N300AP4APR,70
2026-08-28T00:00:00,A,2026-08-28T12:00:00,3161 制造六处釘卷,6DD117,SF313-2608000304,27,UK561M200N300AP4APR,204
2026-08-28T00:00:00,A,2026-08-28T12:00:00,3161 制造六处釘卷,6DD119,SF313-2608000304,28,UK561M200N300AP4APR,612
2026-08-28T00:00:00,A,2026-08-28T12:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000303,32,UK561M200N300AP4APR,552
2026-08-28T00:00:00,A,2026-08-28T12:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,5,UK561M200N300AP4APR,581
2026-08-28T00:00:00,A,2026-08-28T12:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,6,UK561M200N300AP4APR,499
2026-08-28T00:00:00,A,2026-08-28T12:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,12,UK561M200N300AP4APR,522
2026-08-28T00:00:00,A,2026-08-28T12:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,17,UK561M200N300AP4APR,348
2026-08-28T00:00:00,A,2026-08-28T12:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,18,UK561M200N300AP4APR,556
2026-08-28T00:00:00,A,2026-08-28T12:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,19,UK561M200N300AP4APR,219
2026-08-28T00:00:00,A,2026-08-28T12:00:00,3164 制造六处老化选别,6D0005,SF313-2608000301,40,UK561M200N300AP4APR,207
2026-08-28T00:00:00,A,2026-08-28T12:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,4,UK561M200N300AP4APR,542
2026-08-28T00:00:00,A,2026-08-28T12:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,6,UK561M200N300AP4APR,404
2026-08-28T00:00:00,A,2026-08-28T12:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,19,UK561M200N300AP4APR,504
2026-08-28T00:00:00,A,2026-08-28T12:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,23,UK561M200N300AP4APR,585
2026-08-28T00:00:00,A,2026-08-28T12:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,38,UK561M200N300AP4APR,394
2026-08-28T00:00:00,A,2026-08-28T12:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,42,UK561M200N300AP4APR,582
2026-08-28T00:00:00,A,2026-08-28T17:00:00,3161 制造六处釘卷,6DD117,SF313-2608000304,27,UK561M200N300AP4APR,384
2026-08-28T00:00:00,A,2026-08-28T17:00:00,3161 制造六处釘卷,6DD119,SF313-2608000304,28,UK561M200N300AP4APR,372
2026-08-28T00:00:00,A,2026-08-28T17:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000303,32,UK561M200N300AP4APR,0
2026-08-28T00:00:00,A,2026-08-28T17:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,5,UK561M200N300AP4APR,342
2026-08-28T00:00:00,A,2026-08-28T17:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,6,UK561M200N300AP4APR,92
2026-08-28T00:00:00,A,2026-08-28T17:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,12,UK561M200N300AP4APR,296
2026-08-28T00:00:00,A,2026-08-28T17:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,17,UK561M200N300AP4APR,87
2026-08-28T00:00:00,A,2026-08-28T17:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,18,UK561M200N300AP4APR,296
2026-08-28T00:00:00,A,2026-08-28T17:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,19,UK561M200N300AP4APR,146
2026-08-28T00:00:00,A,2026-08-28T17:00:00,3164 制造六处老化选别,6D0005,SF313-2608000301,40,UK561M200N300AP4APR,207
2026-08-28T00:00:00,A,2026-08-28T17:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,4,UK561M200N300AP4APR,200
2026-08-28T00:00:00,A,2026-08-28T17:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,6,UK561M200N300AP4APR,380
2026-08-28T00:00:00,A,2026-08-28T17:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,19,UK561M200N300AP4APR,300
2026-08-28T00:00:00,A,2026-08-28T17:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,23,UK561M200N300AP4APR,292
2026-08-28T00:00:00,A,2026-08-28T17:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,38,UK561M200N300AP4APR,71
2026-08-28T00:00:00,A,2026-08-28T17:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,42,UK561M200N300AP4APR,145
2026-08-28T00:00:00,B,2026-08-29T00:00:00,3161 制造六处釘卷,6DD117,SF313-2608000304,23,UK561M200N300AP4APR,444
2026-08-28T00:00:00,B,2026-08-29T00:00:00,3161 制造六处釘卷,6DD117,SF313-2608000304,25,UK561M200N300AP4APR,264
2026-08-28T00:00:00,B,2026-08-29T00:00:00,3161 制造六处釘卷,6DD119,SF313-2608000304,26,UK561M200N300AP4APR,564
2026-08-28T00:00:00,B,2026-08-29T00:00:00,3161 制造六处釘卷,6DD119,SF313-2608000304,30,UK561M200N300AP4APR,492
2026-08-28T00:00:00,B,2026-08-29T00:00:00,3161 制造六处釘卷,6DD119,SF313-2608000304,32,UK561M200N300AP4APR,564
2026-08-28T00:00:00,B,2026-08-29T00:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,2,UK561M200N300AP4APR,463
2026-08-28T00:00:00,B,2026-08-29T00:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,25,UK561M200N300AP4APR,114
2026-08-28T00:00:00,B,2026-08-29T00:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,10,UK561M200N300AP4APR,454
2026-08-28T00:00:00,B,2026-08-29T00:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,15,UK561M200N300AP4APR,58
2026-08-28T00:00:00,B,2026-08-29T00:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,16,UK561M200N300AP4APR,558
2026-08-28T00:00:00,B,2026-08-29T00:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,22,UK561M200N300AP4APR,274
2026-08-28T00:00:00,B,2026-08-29T00:00:00,3162 制造六处自动组立套胶,6B0015,SF313-2608000302,4,UK561M200N300AP4APR,377
2026-08-28T00:00:00,B,2026-08-29T00:00:00,3162 制造六处自动组立套胶,6B0015,SF313-2608000302,6,UK561M200N300AP4APR,511
2026-08-28T00:00:00,B,2026-08-29T00:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,20,UK561M200N300AP4APR,598
2026-08-28T00:00:00,B,2026-08-29T00:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,21,UK561M200N300AP4APR,329
2026-08-28T00:00:00,B,2026-08-29T00:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,25,UK561M200N300AP4APR,227
2026-08-28T00:00:00,B,2026-08-29T00:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,27,UK561M200N300AP4APR,290
2026-08-28T00:00:00,B,2026-08-29T00:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,30,UK561M200N300AP4APR,607
2026-08-28T00:00:00,B,2026-08-29T00:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,44,UK561M200N300AP4APR,353
2026-08-28T00:00:00,B,2026-08-29T00:00:00,3164 制造六处老化选别,6D0005,SF313-2608000304,11,UK561M200N300AP4APR,407
2026-08-28T00:00:00,B,2026-08-29T00:00:00,3164 制造六处老化选别,6D0005,SF313-2608000304,13,UK561M200N300AP4APR,404
2026-08-28T00:00:00,B,2026-08-29T00:00:00,3164 制造六处老化选别,6D0005,SF313-2608000304,14,UK561M200N300AP4APR,468
2026-08-28T00:00:00,B,2026-08-29T00:00:00,3164 制造六处老化选别,6D0005,SF313-2608000304,15,UK561M200N300AP4APR,116
2026-08-28T00:00:00,B,2026-08-29T00:00:00,3164 制造六处老化选别,6D0015,SF313-2608000303,36,UK561M200N300AP4APR,256
2026-08-28T00:00:00,B,2026-08-29T00:00:00,3164 制造六处老化选别,6D0015,SF313-2608000303,41,UK561M200N300AP4APR,364
2026-08-28T00:00:00,B,2026-08-29T05:00:00,3161 制造六处釘卷,6DD117,SF313-2608000304,23,UK561M200N300AP4APR,192
2026-08-28T00:00:00,B,2026-08-29T05:00:00,3161 制造六处釘卷,6DD117,SF313-2608000304,25,UK561M200N300AP4APR,132
2026-08-28T00:00:00,B,2026-08-29T05:00:00,3161 制造六处釘卷,6DD119,SF313-2608000304,26,UK561M200N300AP4APR,312
2026-08-28T00:00:00,B,2026-08-29T05:00:00,3161 制造六处釘卷,6DD119,SF313-2608000304,30,UK561M200N300AP4APR,120
2026-08-28T00:00:00,B,2026-08-29T05:00:00,3161 制造六处釘卷,6DD119,SF313-2608000304,32,UK561M200N300AP4APR,288
2026-08-28T00:00:00,B,2026-08-29T05:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,2,UK561M200N300AP4APR,390
2026-08-28T00:00:00,B,2026-08-29T05:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,25,UK561M200N300AP4APR,136
2026-08-28T00:00:00,B,2026-08-29T05:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,10,UK561M200N300AP4APR,215
2026-08-28T00:00:00,B,2026-08-29T05:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,15,UK561M200N300AP4APR,0
2026-08-28T00:00:00,B,2026-08-29T05:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,16,UK561M200N300AP4APR,335
2026-08-28T00:00:00,B,2026-08-29T05:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,22,UK561M200N300AP4APR,373
2026-08-28T00:00:00,B,2026-08-29T05:00:00,3162 制造六处自动组立套胶,6B0015,SF313-2608000302,4,UK561M200N300AP4APR,235
2026-08-28T00:00:00,B,2026-08-29T05:00:00,3162 制造六处自动组立套胶,6B0015,SF313-2608000302,6,UK561M200N300AP4APR,190
2026-08-28T00:00:00,B,2026-08-29T05:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,20,UK561M200N300AP4APR,244
2026-08-28T00:00:00,B,2026-08-29T05:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,21,UK561M200N300AP4APR,305
2026-08-28T00:00:00,B,2026-08-29T05:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,25,UK561M200N300AP4APR,157
2026-08-28T00:00:00,B,2026-08-29T05:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,27,UK561M200N300AP4APR,205
2026-08-28T00:00:00,B,2026-08-29T05:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,30,UK561M200N300AP4APR,238
2026-08-28T00:00:00,B,2026-08-29T05:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,44,UK561M200N300AP4APR,267
2026-08-28T00:00:00,B,2026-08-29T05:00:00,3164 制造六处老化选别,6D0005,SF313-2608000304,11,UK561M200N300AP4APR,139
2026-08-28T00:00:00,B,2026-08-29T05:00:00,3164 制造六处老化选别,6D0005,SF313-2608000304,13,UK561M200N300AP4APR,178
2026-08-28T00:00:00,B,2026-08-29T05:00:00,3164 制造六处老化选别,6D0005,SF313-2608000304,14,UK561M200N300AP4APR,246
2026-08-28T00:00:00,B,2026-08-29T05:00:00,3164 制造六处老化选别,6D0005,SF313-2608000304,15,UK561M200N300AP4APR,0
2026-08-28T00:00:00,B,2026-08-29T05:00:00,3164 制造六处老化选别,6D0015,SF313-2608000303,36,UK561M200N300AP4APR,256
2026-08-28T00:00:00,B,2026-08-29T05:00:00,3164 制造六处老化选别,6D0015,SF313-2608000303,41,UK561M200N300AP4APR,294
2026-08-29T00:00:00,A,2026-08-29T12:00:00,3161 制造六处釘卷,6DD092,SF313-2608000384,4,UK561M200N300AP4APR,576
2026-08-29T00:00:00,A,2026-08-29T12:00:00,3161 制造六处釘卷,6DD092,SF313-2608000384,5,UK561M200N300AP4APR,300
2026-08-29T00:00:00,A,2026-08-29T12:00:00,3161 制造六处釘卷,6DD092,SF313-2608000384,6,UK561M200N300AP4APR,612
2026-08-29T00:00:00,A,2026-08-29T12:00:00,3161 制造六处釘卷,6DD092,SF313-2608000384,7,UK561M200N300AP4APR,336
2026-08-29T00:00:00,A,2026-08-29T12:00:00,3161 制造六处釘卷,6DD116,SF313-2608000383,1,UK561M200N300AP4APR,516
2026-08-29T00:00:00,A,2026-08-29T12:00:00,3161 制造六处釘卷,6DD116,SF313-2608000383,3,UK561M200N300AP4APR,180
2026-08-29T00:00:00,A,2026-08-29T12:00:00,3161 制造六处釘卷,6DD121,SF313-2608000383,4,UK561M200N300AP4APR,576
2026-08-29T00:00:00,A,2026-08-29T12:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,29,UK561M200N300AP4APR,229
2026-08-29T00:00:00,A,2026-08-29T12:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,31,UK561M200N300AP4APR,567
2026-08-29T00:00:00,A,2026-08-29T12:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,33,UK561M200N300AP4APR,267
2026-08-29T00:00:00,A,2026-08-29T12:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,34,UK561M200N300AP4APR,398
2026-08-29T00:00:00,A,2026-08-29T12:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,36,UK561M200N300AP4APR,357
2026-08-29T00:00:00,A,2026-08-29T12:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,37,UK561M200N300AP4APR,647
2026-08-29T00:00:00,A,2026-08-29T12:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,43,UK561M200N300AP4APR,577
2026-08-29T00:00:00,A,2026-08-29T12:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,45,UK561M200N300AP4APR,321
2026-08-29T00:00:00,A,2026-08-29T12:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,2,UK561M200N300AP4APR,341
2026-08-29T00:00:00,A,2026-08-29T12:00:00,3164 制造六处老化选别,6D0005,SF313-2608000304,10,UK561M200N300AP4APR,502
2026-08-29T00:00:00,A,2026-08-29T12:00:00,3164 制造六处老化选别,6D0005,SF313-2608000304,12,UK561M200N300AP4APR,332
2026-08-29T00:00:00,A,2026-08-29T12:00:00,3164 制造六处老化选别,6D0005,SF313-2608000304,19,UK561M200N300AP4APR,256
2026-08-29T00:00:00,A,2026-08-29T17:00:00,3161 制造六处釘卷,6DD092,SF313-2608000384,4,UK561M200N300AP4APR,348
2026-08-29T00:00:00,A,2026-08-29T17:00:00,3161 制造六处釘卷,6DD092,SF313-2608000384,5,UK561M200N300AP4APR,156
2026-08-29T00:00:00,A,2026-08-29T17:00:00,3161 制造六处釘卷,6DD092,SF313-2608000384,6,UK561M200N300AP4APR,360
2026-08-29T00:00:00,A,2026-08-29T17:00:00,3161 制造六处釘卷,6DD092,SF313-2608000384,7,UK561M200N300AP4APR,324
2026-08-29T00:00:00,A,2026-08-29T17:00:00,3161 制造六处釘卷,6DD116,SF313-2608000383,1,UK561M200N300AP4APR,168
2026-08-29T00:00:00,A,2026-08-29T17:00:00,3161 制造六处釘卷,6DD116,SF313-2608000383,3,UK561M200N300AP4APR,240
2026-08-29T00:00:00,A,2026-08-29T17:00:00,3161 制造六处釘卷,6DD121,SF313-2608000383,4,UK561M200N300AP4APR,120
2026-08-29T00:00:00,A,2026-08-29T17:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,29,UK561M200N300AP4APR,277
2026-08-29T00:00:00,A,2026-08-29T17:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,31,UK561M200N300AP4APR,313
2026-08-29T00:00:00,A,2026-08-29T17:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,33,UK561M200N300AP4APR,158
2026-08-29T00:00:00,A,2026-08-29T17:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,34,UK561M200N300AP4APR,0
2026-08-29T00:00:00,A,2026-08-29T17:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,36,UK561M200N300AP4APR,285
2026-08-29T00:00:00,A,2026-08-29T17:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,37,UK561M200N300AP4APR,129
2026-08-29T00:00:00,A,2026-08-29T17:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,43,UK561M200N300AP4APR,351
2026-08-29T00:00:00,A,2026-08-29T17:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,45,UK561M200N300AP4APR,197
2026-08-29T00:00:00,A,2026-08-29T17:00:00,3164 制造六处老化选别,6D0005,SF313-2608000302,2,UK561M200N300AP4APR,390
2026-08-29T00:00:00,A,2026-08-29T17:00:00,3164 制造六处老化选别,6D0005,SF313-2608000304,10,UK561M200N300AP4APR,311
2026-08-29T00:00:00,A,2026-08-29T17:00:00,3164 制造六处老化选别,6D0005,SF313-2608000304,12,UK561M200N300AP4APR,261
2026-08-29T00:00:00,A,2026-08-29T17:00:00,3164 制造六处老化选别,6D0005,SF313-2608000304,19,UK561M200N300AP4APR,146
2026-08-29T00:00:00,B,2026-08-30T00:00:00,3161 制造六处釘卷,6DD092,SF313-2608000384,1,UK561M200N300AP4APR,588
2026-08-29T00:00:00,B,2026-08-30T00:00:00,3161 制造六处釘卷,6DD092,SF313-2608000384,2,UK561M200N300AP4APR,372
2026-08-29T00:00:00,B,2026-08-30T00:00:00,3161 制造六处釘卷,6DD092,SF313-2608000384,3,UK561M200N300AP4APR,252
2026-08-29T00:00:00,B,2026-08-30T00:00:00,3161 制造六处釘卷,6DD092,SF313-2608000384,8,UK561M200N300AP4APR,396
2026-08-29T00:00:00,B,2026-08-30T00:00:00,3161 制造六处釘卷,6DD092,SF313-2608000384,9,UK561M200N300AP4APR,276
2026-08-29T00:00:00,B,2026-08-30T00:00:00,3161 制造六处釘卷,6DD116,SF313-2608000383,5,UK561M200N300AP4APR,540
2026-08-29T00:00:00,B,2026-08-30T00:00:00,3161 制造六处釘卷,6DD116,SF313-2608000383,7,UK561M200N300AP4APR,540
2026-08-29T00:00:00,B,2026-08-30T00:00:00,3161 制造六处釘卷,6DD117,SF313-2608000304,29,UK561M200N300AP4APR,360
2026-08-29T00:00:00,B,2026-08-30T00:00:00,3161 制造六处釘卷,6DD117,SF313-2608000304,31,UK561M200N300AP4APR,204
2026-08-29T00:00:00,B,2026-08-30T00:00:00,3161 制造六处釘卷,6DD117,SF313-2608000304,33,UK561M200N300AP4APR,192
2026-08-29T00:00:00,B,2026-08-30T00:00:00,3161 制造六处釘卷,6DD117,SF313-2608000304,35,UK561M200N300AP4APR,204
2026-08-29T00:00:00,B,2026-08-30T00:00:00,3161 制造六处釘卷,6DD119,SF313-2608000304,34,UK561M200N300AP4APR,420
2026-08-29T00:00:00,B,2026-08-30T00:00:00,3161 制造六处釘卷,6DD119,SF313-2608000304,36,UK561M200N300AP4APR,312
2026-08-29T00:00:00,B,2026-08-30T00:00:00,3161 制造六处釘卷,6DD121,SF313-2608000383,2,UK561M200N300AP4APR,576
2026-08-29T00:00:00,B,2026-08-30T00:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,39,UK561M200N300AP4APR,396
2026-08-29T00:00:00,B,2026-08-30T00:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000302,40,UK561M200N300AP4APR,483
2026-08-29T00:00:00,B,2026-08-30T00:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,8,UK561M200N300AP4APR,591
2026-08-29T00:00:00,B,2026-08-30T00:00:00,3162 制造六处自动组立套胶,6B0007,SF313-2608000304,28,UK561M200N300AP4APR,196
2026-08-29T00:00:00,B,2026-08-30T00:00:00,3164 制造六处老化选别,6D0005,SF313-2608000303,32,UK561M200N300AP4APR,552
2026-08-29T00:00:00,B,2026-08-30T00:00:00,3164 制造六处老化选别,6D0005,SF313-2608000304,5,UK561M200N300AP4APR,353
2026-08-29T00:00:00,B,2026-08-30T00:00:00,3164 制造六处老化选别,6D0005,SF313-2608000304,6,UK561M200N300AP4APR,220
